id_movimiento,fecha,almacen,provincia,producto,categoria,caduca,estado_ciclo,cantidad,costo_almacenamiento,fecha_vencimiento
197,2025-04-13 01:24:01,Depósito Central,Buenos Aires,Esmalte sintético 1L,Pinturas y químicos,True,Retirado de bandeja,57.0,145.31,2025-10-22 01:24:01
198,2025-07-05 03:09:45,Sucursal Mendoza,Mendoza,Interruptor simple,Electricidad,False,Recibido,83.0,23.47,
199,2024-12-29 03:27:54,Sucursal Mendoza,Mendoza,Sierra circular,Herramientas eléctricas,False,Autorizado venta,40.0,39.01,
200,2025-07-12 00:20:00,Sucursal Rosario,Santa Fe,Caño PVC 2m,Materiales construcción,False,Devuelto cliente,142.0,202.67,
201,2025-05-23 10:40:16,Sucursal Córdoba,Córdoba,Clavos de acero,Fijaciones,False,Boca de inspección,217.0,281.47,
202,2025-01-26 15:08:21,Sucursal Córdoba,Córdoba,Botines de seguridad,Protección personal,True,Empacado,94.0,225.23,2025-09-19 15:08:21
203,2024-10-29 20:12:56,Sucursal Mendoza,Mendoza,Bloques de hormigón,Materiales construcción,False,Empacado,254.0,167.54,
204,2025-01-08 12:05:37,Sucursal Mendoza,Mendoza,Lijadora orbital,Herramientas eléctricas,False,Retornado inventario,55.0,65.11,
205,2025-03-04 08:46:48,Sucursal Mendoza,Mendoza,Llave inglesa,Herramientas manuales,False,Devuelto cliente,19.0,14.03,
206,2024-11-16 22:36:40,Sucursal Rosario,Santa Fe,Arnés de seguridad,Protección personal,True,En bandeja,56.0,40.67,2026-03-14 22:36:40
207,2025-03-11 17:29:08,Sucursal Córdoba,Córdoba,Cable unipolar 2.5mm,Electricidad,False,Retirado de bandeja,92.0,113.11,
208,2024-09-17 18:43:21,Sucursal Mendoza,Mendoza,Fertilizante granulado,Jardinería,False,,-20.0,180.35,
209,2025-06-23 22:51:35,Depósito Central,Buenos Aires,Arnés de seguridad,Protección personal,True,Devuelto cliente,92.0,210.15,2025-11-10 22:51:35
210,2025-08-22 16:00:54,Sucursal Mendoza,Mendoza,Manguera 15m,Jardinería,False,Devuelto a proveedor,176.0,227.52,
211,2025-06-23 00:23:03,Sucursal Córdoba,Córdoba,Adhesivo epoxi,Adhesivos y selladores,True,Devuelto cliente,94.0,79.57,2026-02-08 00:23:03
212,2024-12-27 19:26:16,Sucursal Mendoza,Mendoza,Martillo carpintero,Herramientas manuales,False,Empacado,57.0,14.82,
213,2025-03-29 22:16:29,Depósito Central,Buenos Aires,Adhesivo epoxi,Adhesivos y selladores,True,En bandeja,103.0,105.53,2026-08-26 22:16:29
214,2025-07-09 10:28:35,Sucursal Córdoba,Córdoba,Clavos de acero,Fijaciones,False,Enviado cliente,232.0,412.41,
215,2024-11-24 21:37:49,Sucursal Tucumán,Tucumán,Sellador acrílico,Adhesivos y selladores,True,En bandeja,72.0,158.64,2025-11-12 21:37:49
216,2025-04-01 16:24:37,Sucursal Mendoza,Mendoza,Lámpara LED 9W,Electricidad,False,Boca de inspección,98.0,102.21,
217,2025-09-05 22:46:55,Sucursal Córdoba,Córdoba,Destornillador plano,Herramientas manuales,False,Retornado inventario,28.0,42.1,
218,2024-10-27 20:17:41,Sucursal Mendoza,Mendoza,Botines de seguridad,Protección personal,True,Boca de inspección,74.0,156.15,2025-02-08 20:17:41
219,2025-08-20 14:17:43,Depósito Central,Buenos Aires,Aerosol anticorrosivo,Pinturas y químicos,True,Empacado,67.0,75.21,2026-08-13 14:17:43
220,2025-05-17 08:41:39,Sucursal Mendoza,Mendoza,Manguera 15m,Jardinería,False,???,82.0,116.01,
221,2025-01-10 10:10:52,Sucursal Tucumán,Tucumán,Cable unipolar 2.5mm,Electricidad,False,Enviado cliente,137.0,108.29,
222,2025-08-09 09:24:03,Depósito Central,Buenos Aires,Pala ancha,Jardinería,False,Retornado inventario,33.0,55.54,
223,2025-05-22 15:54:54,Depósito Central,Buenos Aires,Barniz para madera,Pinturas y químicos,True,En inspección,97.0,35.51,2025-09-27 15:54:54
224,2025-04-01 16:14:06,Depósito Central,Buenos Aires,Barniz para madera,Pinturas y químicos,True,Boca de inspección,39.0,31.57,2027-01-01 16:14:06
225,2025-05-11 00:29:16,Sucursal Rosario,Santa Fe,Pernos con tuerca,Fijaciones,False,Autorizado venta,176.0,247.61,
226,2024-12-02 18:27:36,Sucursal Tucumán,Tucumán,Caño galvanizado 1m,Plomería,False,Removido inventario,107.0,161.34,
227,2024-11-14 21:02:21,Sucursal Rosario,Santa Fe,Casco de seguridad,Protección personal,True,Devuelto cliente,81.0,98.41,2025-11-25 21:02:21
228,2025-02-08 17:36:13,Sucursal Córdoba,Córdoba,Sierra circular,Herramientas eléctricas,False,Empacado,23.0,23.01,
229,2025-07-09 15:35:23,Depósito Central,Buenos Aires,Arena fina m3,Materiales construcción,False,Retornado inventario,164.0,141.24,
230,2024-11-18 06:13:13,Sucursal Rosario,Santa Fe,Silicona selladora,Adhesivos y selladores,True,En bandeja,96.0,,2025-06-21 06:13:13
231,2025-04-13 23:51:03,Sucursal Córdoba,Córdoba,Cable unipolar 2.5mm,Electricidad,False,Retornado inventario,61.0,82.42,
232,2025-07-15 21:47:56,Sucursal Mendoza,Mendoza,Taladro eléctrico,Herramientas eléctricas,False,Devuelto a proveedor,43.0,85.13,
233,2025-09-09 18:10:58,Depósito Central,Buenos Aires,Pala ancha,Jardinería,False,Enviado cliente,81.0,46.4,
234,2025-04-10 11:43:43,Sucursal Mendoza,Mendoza,Yeso en polvo 30kg,Materiales construcción,False,En inspección,167.0,270.47,
235,2025-09-08 05:27:14,Sucursal Mendoza,Mendoza,Tijera de podar,Jardinería,False,En inspección,133.0,263.01,
236,2024-09-16 17:48:16,Sucursal Córdoba,Córdoba,Bomba de agua 1HP,Plomería,False,Boca de inspección,95.0,132.04,
237,2025-05-07 03:02:32,Depósito Central,Buenos Aires,Amoladora angular,Herramientas eléctricas,False,Autorizado venta,9.0,14.6,
238,2025-01-20 09:49:39,Sucursal Mendoza,Mendoza,Caño PVC 2m,Materiales construcción,False,Recibido,209.0,107.35,
239,2025-03-25 06:36:34,Sucursal Rosario,Santa Fe,Amoladora angular,Herramientas eléctricas,False,Enviado cliente,30.0,,
240,2024-09-24 02:00:38,Sucursal Rosario,Santa Fe,Llave inglesa,Herramientas manuales,False,Autorizado venta,52.0,58.44,
241,2024-10-29 23:09:24,Sucursal Tucumán,Tucumán,Llave inglesa,Herramientas manuales,False,Devuelto a proveedor,28.0,53.25,
242,2025-09-12 08:18:03,Sucursal Mendoza,Mendoza,Soldadora eléctrica,Herramientas eléctricas,False,Empacado,38.0,51.6,
243,2025-02-04 11:42:00,Sucursal Rosario,Santa Fe,Taladro eléctrico,Herramientas eléctricas,False,Retirado de bandeja,47.0,45.46,
244,2025-08-23 18:45:20,Sucursal Rosario,Santa Fe,Llave inglesa,Herramientas manuales,False,Boca de inspección,52.0,94.57,
245,2025-08-05 12:09:31,Sucursal Córdoba,Córdoba,Sellador acrílico,Adhesivos y selladores,True,Boca de inspección,49.0,27.21,2027-08-04 12:09:31
246,2025-07-26 20:09:37,Sucursal Mendoza,Mendoza,Regadera plástica,Jardinería,False,,71.0,141.31,
247,2025-01-13 22:42:48,Sucursal Rosario,Santa Fe,Bomba de agua 1HP,Plomería,False,Enviado cliente,68.0,87.7,
248,2024-12-18 12:19:53,Sucursal Tucumán,Tucumán,Martillo carpintero,Herramientas manuales,False,Removido inventario,30.0,52.74,
249,2024-10-09 00:22:33,Sucursal Córdoba,Córdoba,Gafas protectoras,Protección personal,True,Retirado de bandeja,124.0,130.58,2026-04-16 00:22:33
250,2024-12-19 01:33:36,Depósito Central,Buenos Aires,Gafas protectoras,Protección personal,True,Autorizado venta,90.0,113.28,2025-12-05 01:33:36
251,2025-08-23 12:07:00,Sucursal Rosario,Santa Fe,Adhesivo epoxi,Adhesivos y selladores,True,Boca de inspección,48.0,22.73,2026-02-16 12:07:00
252,2025-04-24 20:37:26,Depósito Central,Buenos Aires,Llave inglesa,Herramientas manuales,False,Removido inventario,53.0,81.08,
253,2024-10-17 02:32:35,Depósito Central,Buenos Aires,Arandelas metálicas,Fijaciones,False,Devuelto cliente,306.0,588.11,
254,2024-10-19 18:49:19,Depósito Central,Buenos Aires,Bomba de agua 1HP,Plomería,False,Retirado de bandeja,105.0,87.83,
255,2025-06-27 18:20:50,Sucursal Mendoza,Mendoza,Casco de seguridad,Protección personal,True,Devuelto cliente,42.0,41.63,2026-01-09 18:20:50
256,2025-03-24 06:14:00,Sucursal Córdoba,Córdoba,Regadera plástica,Jardinería,False,En inspección,67.0,92.6,
257,2025-07-30 10:21:43,Sucursal Mendoza,Mendoza,Bolsa de cemento 50kg,Materiales construcción,False,Enviado cliente,263.0,226.6,
258,2024-10-13 09:34:53,Sucursal Córdoba,Córdoba,Aerosol anticorrosivo,Pinturas y químicos,True,Retirado de bandeja,62.0,138.74,2026-10-09 09:34:53
259,2025-07-08 21:48:00,Depósito Central,Buenos Aires,Regadera plástica,Jardinería,False,Devuelto cliente,91.0,170.38,
260,2025-04-11 09:39:19,Sucursal Córdoba,Córdoba,Pintura látex 4L,Pinturas y químicos,True,En bandeja,99.0,188.53,2026-05-22 09:39:19
261,2025-07-10 22:34:06,Depósito Central,Buenos Aires,Pegamento de contacto,Adhesivos y selladores,True,En inspección,56.0,128.55,2027-05-10 22:34:06
262,2024-11-04 08:38:49,Sucursal Córdoba,Córdoba,Casco de seguridad,Protección personal,True,Removido inventario,78.0,135.85,2025-03-05 08:38:49
263,2024-11-05 09:10:09,Sucursal Córdoba,Córdoba,Alicate universal,Herramientas manuales,False,Retirado de bandeja,0.0,0.0,
264,2025-05-30 17:47:51,Sucursal Mendoza,Mendoza,Adhesivo epoxi,Adhesivos y selladores,True,En bandeja,54.0,105.22,2027-04-01 17:47:51
265,2025-03-20 02:25:37,Depósito Central,Buenos Aires,Tijera de podar,Jardinería,False,En inspección,73.0,35.28,
266,2025-04-18 01:00:54,Depósito Central,Buenos Aires,Tijera de podar,Jardinería,False,En bandeja,48.0,47.88,
267,2024-11-19 15:34:08,Sucursal Tucumán,Tucumán,Gafas protectoras,Protección personal,True,Empacado,120.0,147.5,2025-09-25 15:34:08
268,2024-12-28 10:58:51,Sucursal Mendoza,Mendoza,Grifería monocomando,Plomería,False,Retirado de bandeja,44.0,17.58,
269,2025-04-09 10:45:01,Sucursal Tucumán,Tucumán,Manguera 15m,Jardinería,False,Retornado inventario,68.0,51.35,
270,2025-08-21 08:08:22,Sucursal Tucumán,Tucumán,Bloques de hormigón,Materiales construcción,False,Recibido,206.0,44.05,
271,2025-05-10 02:20:21,Sucursal Córdoba,Córdoba,Esmalte sintético 1L,Pinturas y químicos,True,En bandeja,116.0,108.73,2025-12-08 02:20:21
272,2025-02-27 20:24:20,Sucursal Rosario,Santa Fe,Lijadora orbital,Herramientas eléctricas,False,En inspección,18.0,7.79,
273,2024-12-07 18:34:35,Sucursal Tucumán,Tucumán,Válvula esférica,Plomería,False,Enviado cliente,109.0,185.3,
274,2025-09-12 06:34:31,Sucursal Rosario,Santa Fe,Silicona selladora,Adhesivos y selladores,True,Removido inventario,80.0,28.72,2025-12-30 06:34:31
275,2025-04-13 23:04:40,Sucursal Mendoza,Mendoza,Cable unipolar 2.5mm,Electricidad,False,Devuelto cliente,55.0,53.5,
276,2025-07-06 20:03:21,Sucursal Mendoza,Mendoza,Gafas protectoras,Protección personal,True,Boca de inspección,91.0,109.91,2026-09-01 20:03:21
277,2025-06-26 23:55:29,Sucursal Rosario,Santa Fe,Arandelas metálicas,Fijaciones,False,Removido inventario,209.0,387.82,
278,2025-06-11 10:30:23,Depósito Central,Buenos Aires,Llave inglesa,Herramientas manuales,False,Devuelto a proveedor,30.0,29.53,
279,2024-12-03 15:20:16,Depósito Central,Buenos Aires,Botines de seguridad,Protección personal,True,Retirado de bandeja,81.0,186.06,2026-02-13 15:20:16
280,2025-06-20 09:38:24,Sucursal Córdoba,Córdoba,Arena fina m3,Materiales construcción,False,Boca de inspección,180.0,201.4,
281,2025-01-15 13:52:50,Sucursal Tucumán,Tucumán,Alicate universal,Herramientas manuales,False,Devuelto a proveedor,41.0,75.06,
282,2025-02-18 11:21:06,Sucursal Córdoba,Córdoba,Pegamento de contacto,Adhesivos y selladores,True,Devuelto a proveedor,96.0,48.05,2026-02-05 11:21:06
283,2025-06-04 09:03:01,Sucursal Tucumán,Tucumán,Yeso en polvo 30kg,Materiales construcción,False,En inspección,279.0,437.58,
284,2025-05-26 21:46:36,Sucursal Rosario,Santa Fe,Destornillador plano,Herramientas manuales,False,Empacado,21.0,32.72,
285,2025-02-08 13:00:19,Sucursal Tucumán,Tucumán,Manguera 15m,Jardinería,False,Retornado inventario,133.0,,
286,2025-03-05 15:51:46,Sucursal Mendoza,Mendoza,Fertilizante granulado,Jardinería,False,En inspección,31.0,30.74,
287,2025-08-31 21:29:06,Sucursal Mendoza,Mendoza,Disyuntor 25A,Electricidad,False,En bandeja,76.0,96.11,
288,2025-04-05 12:37:50,Depósito Central,Buenos Aires,Sellador acrílico,Adhesivos y selladores,True,???,94.0,126.0,2025-08-11 12:37:50
289,2025-03-10 20:37:48,Sucursal Mendoza,Mendoza,Sierra circular,Herramientas eléctricas,False,Boca de inspección,44.0,59.86,
290,2024-11-02 12:18:54,Sucursal Tucumán,Tucumán,Alicate universal,Herramientas manuales,False,Enviado cliente,30.0,26.76,
291,2024-12-21 19:07:19,Depósito Central,Buenos Aires,Regadera plástica,Jardinería,False,Empacado,74.0,135.89,
292,2024-12-12 18:48:18,Sucursal Mendoza,Mendoza,Pala ancha,Jardinería,False,Devuelto cliente,67.0,70.76,
293,2024-10-11 09:14:19,Sucursal Rosario,Santa Fe,Caja de tornillos,Fijaciones,False,Boca de inspección,170.0,282.16,
294,2025-01-25 19:39:36,Sucursal Tucumán,Tucumán,Silicona selladora,Adhesivos y selladores,True,Retornado inventario,101.0,67.04,2026-01-03 19:39:36
295,2024-09-24 16:31:39,Sucursal Tucumán,Tucumán,Disyuntor 25A,Electricidad,False,Enviado cliente,88.0,114.19,
296,2025-05-02 23:54:31,Sucursal Mendoza,Mendoza,Pegamento de contacto,Adhesivos y selladores,True,Retirado de bandeja,,75.42,2026-07-12 23:54:31
297,2025-04-19 15:23:49,Sucursal Mendoza,Mendoza,Tijera de podar,Jardinería,False,Boca de inspección,102.0,,
298,2024-12-14 21:17:56,Sucursal Mendoza,Mendoza,Caño galvanizado 1m,Plomería,False,En bandeja,87.0,130.74,
299,2025-05-03 01:08:00,Sucursal Mendoza,Mendoza,Pala ancha,Jardinería,False,Boca de inspección,100.0,124.89,
300,2024-12-11 01:02:56,Sucursal Mendoza,Mendoza,Tarugos plásticos,Fijaciones,False,Retornado inventario,231.0,336.63,
301,2024-09-19 07:29:51,Sucursal Tucumán,Tucumán,Guantes de trabajo,Protección personal,True,Removido inventario,59.0,144.84,2025-10-31 07:29:51
302,2024-10-14 02:10:39,Sucursal Mendoza,Mendoza,Caño galvanizado 1m,Plomería,False,En inspección,65.0,91.4,
303,2025-06-18 10:01:47,Sucursal Rosario,Santa Fe,Grifería monocomando,Plomería,False,Enviado cliente,98.0,83.43,
304,2025-05-19 14:46:48,Sucursal Córdoba,Córdoba,Pegamento de contacto,Adhesivos y selladores,True,Devuelto a proveedor,95.0,100.67,2026-12-27 14:46:48
305,2024-10-09 09:13:02,Sucursal Córdoba,Córdoba,Yeso en polvo 30kg,Materiales construcción,False,En inspección,198.0,67.1,
306,2024-12-14 10:21:58,Sucursal Tucumán,Tucumán,Alicate universal,Herramientas manuales,False,Removido inventario,41.0,73.42,
307,2024-10-12 16:41:26,Sucursal Tucumán,Tucumán,Sierra circular,Herramientas eléctricas,False,En inspección,59.0,75.23,
308,2025-09-03 03:36:01,Sucursal Córdoba,Córdoba,Clavos de acero,Fijaciones,False,Removido inventario,170.0,269.96,
309,2024-09-28 17:15:50,Depósito Central,Buenos Aires,Pernos con tuerca,Fijaciones,False,Retirado de bandeja,227.0,194.25,
310,2025-08-16 08:51:24,Sucursal Tucumán,Tucumán,Bloques de hormigón,Materiales construcción,False,En bandeja,189.0,293.76,
311,2025-01-22 20:17:27,Sucursal Tucumán,Tucumán,Interruptor simple,Electricidad,False,Devuelto a proveedor,74.0,56.02,
312,2024-10-14 00:54:45,Sucursal Mendoza,Mendoza,Interruptor simple,Electricidad,False,Retornado inventario,107.0,203.82,
313,2025-04-04 04:45:23,Sucursal Mendoza,Mendoza,Disyuntor 25A,Electricidad,False,Retirado de bandeja,100.0,110.52,
314,2024-12-17 22:50:17,Sucursal Córdoba,Córdoba,Guantes de trabajo,Protección personal,True,Devuelto cliente,100.0,58.39,2025-11-28 22:50:17
315,2025-01-02 16:04:13,Sucursal Mendoza,Mendoza,Lijadora orbital,Herramientas eléctricas,False,Enviado cliente,59.0,111.02,
316,2025-06-03 07:47:56,Sucursal Mendoza,Mendoza,Grifería monocomando,Plomería,False,Boca de inspección,80.0,125.89,
317,2025-03-24 00:51:54,Sucursal Tucumán,Tucumán,Barniz para madera,Pinturas y químicos,True,En inspección,97.0,213.85,2025-09-23 00:51:54
318,2024-12-08 17:18:21,Sucursal Mendoza,Mendoza,Bloques de hormigón,Materiales construcción,False,Recibido,184.0,174.21,
319,2025-04-13 22:29:55,Sucursal Mendoza,Mendoza,Botines de seguridad,Protección personal,True,Devuelto a proveedor,88.0,102.4,2025-10-03 22:29:55
320,2024-11-06 21:42:35,Depósito Central,Buenos Aires,Adhesivo epoxi,Adhesivos y selladores,True,Autorizado venta,76.0,185.3,2026-01-13 21:42:35
321,2025-06-24 10:36:31,Depósito Central,Buenos Aires,Clavos de acero,Fijaciones,False,En bandeja,204.0,377.67,
322,2025-09-14 20:05:55,Sucursal Rosario,Santa Fe,Interruptor simple,Electricidad,False,Empacado,94.0,,
323,2025-08-25 04:52:49,Sucursal Mendoza,Mendoza,Martillo carpintero,Herramientas manuales,False,Devuelto a proveedor,27.0,45.98,
324,2025-04-26 06:58:53,Sucursal Tucumán,Tucumán,Flexibles de acero,Plomería,False,Retirado de bandeja,132.0,52.82,
325,2025-04-28 07:09:21,Sucursal Mendoza,Mendoza,Esmalte sintético 1L,Pinturas y químicos,True,Boca de inspección,54.0,20.07,2026-09-29 07:09:21
326,2025-03-19 02:05:14,Depósito Central,Buenos Aires,Manguera 15m,Jardinería,False,Boca de inspección,49.0,83.6,
327,2024-12-19 21:22:21,Sucursal Tucumán,Tucumán,Toma corriente doble,Electricidad,False,Recibido,108.0,144.45,
328,2025-07-18 05:39:26,Sucursal Córdoba,Córdoba,Pala ancha,Jardinería,False,En bandeja,99.0,96.29,
329,2025-03-19 04:54:05,Sucursal Córdoba,Córdoba,Fertilizante granulado,Jardinería,False,Devuelto cliente,95.0,90.23,
330,2025-07-27 02:53:30,Sucursal Mendoza,Mendoza,Alicate universal,Herramientas manuales,False,Boca de inspección,49.0,93.89,
331,2025-02-21 14:32:52,Sucursal Tucumán,Tucumán,Flexibles de acero,Plomería,False,Enviado cliente,79.0,18.69,
332,2024-11-29 11:13:23,Sucursal Rosario,Santa Fe,Cable unipolar 2.5mm,Electricidad,False,Autorizado venta,57.0,37.42,
333,2024-10-23 03:39:15,Depósito Central,Buenos Aires,Sierra circular,Herramientas eléctricas,False,Autorizado venta,41.0,,
334,2024-10-24 03:56:05,Sucursal Mendoza,Mendoza,Alicate universal,Herramientas manuales,False,En inspección,29.0,8.11,
335,2025-05-30 10:38:18,Sucursal Córdoba,Córdoba,Bomba de agua 1HP,Plomería,False,Retornado inventario,,107.78,
336,2025-03-02 22:09:44,Sucursal Córdoba,Córdoba,Interruptor simple,Electricidad,False,Boca de inspección,76.0,113.15,
337,2025-02-01 02:46:00,Sucursal Mendoza,Mendoza,Cable unipolar 2.5mm,Electricidad,False,Devuelto a proveedor,59.0,16.45,
338,2025-02-28 00:30:47,Sucursal Mendoza,Mendoza,Bolsa de cemento 50kg,Materiales construcción,False,En bandeja,183.0,206.37,
339,2025-02-23 04:13:30,Sucursal Mendoza,Mendoza,Caño galvanizado 1m,Plomería,False,Recibido,90.0,140.03,
340,2025-03-16 21:27:34,Sucursal Mendoza,Mendoza,Arena fina m3,Materiales construcción,False,Recibido,,300.69,
341,2025-08-18 00:00:58,Depósito Central,Buenos Aires,Pegamento de contacto,Adhesivos y selladores,True,Autorizado venta,59.0,75.67,2026-12-30 00:00:58
342,2025-06-26 15:57:13,Sucursal Mendoza,Mendoza,Disyuntor 25A,Electricidad,False,En inspección,86.0,94.01,
343,2024-10-07 13:23:10,Sucursal Tucumán,Tucumán,Lámpara LED 9W,Electricidad,False,En bandeja,86.0,141.22,
344,2025-06-05 00:41:11,Sucursal Rosario,Santa Fe,Casco de seguridad,Protección personal,True,Devuelto cliente,67.0,173.43,2026-03-06 00:41:11
345,2025-05-28 07:07:14,Sucursal Mendoza,Mendoza,Bomba de agua 1HP,Plomería,False,Boca de inspección,68.0,23.4,
346,2025-05-25 11:18:21,Sucursal Rosario,Santa Fe,Removedor de pintura,Pinturas y químicos,True,Devuelto cliente,85.0,164.84,2026-02-09 11:18:21
347,2024-10-24 17:47:42,Sucursal Rosario,Santa Fe,Lámpara LED 9W,Electricidad,False,Recibido,43.0,64.86,
348,2024-10-10 01:25:30,Sucursal Rosario,Santa Fe,Sellador acrílico,Adhesivos y selladores,True,En bandeja,44.0,77.28,2025-03-07 01:25:30
349,2025-02-19 21:10:35,Sucursal Mendoza,Mendoza,Llave inglesa,Herramientas manuales,False,Enviado cliente,29.0,47.62,
350,2025-06-26 07:55:00,Sucursal Córdoba,Córdoba,Caja de tornillos,Fijaciones,False,Devuelto cliente,189.0,268.49,
351,2025-01-26 07:00:13,Sucursal Córdoba,Córdoba,Cable unipolar 2.5mm,Electricidad,False,Boca de inspección,87.0,54.36,
352,2025-07-24 10:32:13,Sucursal Rosario,Santa Fe,Pegamento de contacto,Adhesivos y selladores,True,Devuelto cliente,116.0,38.95,2026-03-28 10:32:13
